frame,track_id,brightness,white_pct,bx,by
63,1,68.86984375,0.9062499999999999,2099,860
66,1,68.39796875,0.43750000000000006,2079,838
72,1,66.7465625,0.46875,2040,774
75,1,66.56453125,0.421875,2024,743
78,1,68.2909375,0.734375,2004,709
81,1,68.051875,0.640625,1998,674
84,1,67.71578125,0.234375,1989,640
87,1,68.3021875,1.046875,1979,609
90,1,68.98390625,0.0,1961,640
99,1,66.3671875,0.0,1893,784
102,1,65.04109375,0.0,1872,819
105,1,65.7328125,0.40625,1849,816
108,1,66.16953125,0.0,1832,768
111,1,66.708125,0.0,1817,698
114,1,68.18265625,0.0,1791,580
117,1,66.6925,0.0,1786,459
120,1,66.03109375,0.671875,1777,468
123,1,65.516875,1.015625,1773,487
126,1,64.0190625,0.34375,1769,503
129,1,62.8846875,0.45312499999999994,1771,516
132,1,64.5925,0.45312499999999994,1775,532
135,1,66.165625,0.703125,1778,548
138,1,65.9496875,0.8906249999999999,1784,561
141,1,64.10984375,0.921875,1793,573
144,1,63.97328125,0.09375,1799,561
147,1,64.25609375,0.6875,1808,532
150,1,65.2803125,0.9062499999999999,1813,542
153,1,64.719375,0.921875,1823,561
192,1,62.903125,0.796875,1933,801
195,1,61.38328125,0.8750000000000001,1938,813
201,1,59.238125,0.8906249999999999,1941,823
213,1,58.18421875,1.03125,1929,817
216,1,57.4259375,1.125,1928,813
219,1,58.44671875,1.0625,1921,804
285,1,68.8053125,3.0,1792,645
288,1,102.9021875,17.640625,1784,636
303,1,143.89484375,12.843750000000002,1737,602
309,1,137.6503125,13.125,1739,623
312,1,125.825625,10.40625,1738,624
315,1,117.1715625,9.46875,1733,630
318,1,109.9825,9.625,1733,633
321,1,101.23421875,8.78125,1727,636
324,1,93.3153125,7.640624999999999,1726,639
327,1,90.44375,7.984375000000001,1726,645
330,1,88.84875,7.968749999999999,1726,652
333,1,91.1759375,9.46875,1726,657
336,1,88.52421875,8.65625,1729,666
339,1,79.72765625,6.5,1733,671
342,1,75.93140625,5.015625,1736,674
345,1,76.3909375,4.484375,1733,683
348,1,68.56078125,3.1875,1750,693
351,1,69.7425,3.4062500000000004,1756,699
354,1,67.6653125,2.546875,1756,704
357,1,63.5921875,0.921875,1756,702
360,1,61.13796875,0.578125,1753,696
363,1,58.29671875,0.359375,1750,689
366,1,57.78625,0.3125,1741,683
369,1,57.49953125,0.28125,1733,676
372,1,56.3990625,0.03125,1728,670
375,1,56.62015625,0.0,1716,661
378,1,57.015625,0.0,1707,651
381,1,56.859375,0.0,1700,640
384,1,57.0165625,0.0,1692,629
387,1,58.37140625,0.078125,1682,619
393,1,60.5171875,0.0,1661,593
396,1,62.51921875,0.171875,1648,582
399,1,63.7490625,0.25,1638,571
429,1,63.3271875,0.078125,1523,446
435,1,64.18671875,0.015625,1504,431
438,1,64.92625,0.0,1492,424
441,1,64.394375,0.0,1487,418
444,1,65.8315625,0.0,1478,412
447,1,65.9740625,0.0,1470,407
456,1,65.4684375,0.0,1452,398
459,1,64.8540625,0.0,1451,394
483,1,66.31015625,0.015625,1444,362
486,1,68.5365625,0.0625,1450,357
489,1,67.510625,0.125,1464,354
492,1,65.77671875,0.0,1483,355
495,1,66.20203125,0.03125,1501,353
498,1,66.5003125,0.0,1522,353
501,1,67.1153125,0.0,1543,353
504,1,67.18015625,0.09375,1564,353
507,1,66.64953125,0.0,1591,356
510,1,64.765,0.0,1615,359
513,1,62.94265625,0.0,1639,363
516,1,62.9203125,0.03125,1660,363
519,1,62.73578125,0.015625,1684,368
522,1,63.39546875,0.0,1707,374
525,1,63.27625,0.0,1728,380
528,1,62.74078125,0.0,1752,380
531,1,62.2553125,0.0,1773,383
534,1,62.85546875,0.0,1791,389
540,1,63.76578125,0.0,1827,389
543,1,63.45109375,0.0,1845,389
546,1,62.955625,0.0,1860,392
549,1,62.20703125,0.0,1875,393
552,1,62.6596875,0.0,1884,399
555,1,62.82390625,0.0,1896,409
558,1,62.803125,0.0,1905,422
561,1,61.97453125,0.0,1914,434
564,1,62.48171875,0.0,1920,453
567,1,62.71390625,0.0,1929,472
570,1,62.09375,0.0,1939,493
573,1,63.0965625,0.0,1942,518
576,1,63.9790625,0.0,1945,544
579,1,62.90859375,0.0,1954,569
582,1,63.270625,0.0,1960,598
585,1,63.326875,0.0,1966,630
588,1,63.2590625,0.0,1969,658
591,1,62.03359375,0.0,1972,693
594,1,62.45015625,0.0,1972,725
597,1,61.8890625,0.0,1975,754
600,1,62.19671875,0.046875,1975,788
603,1,61.79953125,0.0,1978,817
606,1,61.74953125,0.0,1980,849
609,1,62.045,0.0,1986,881
612,1,62.87171875,0.0,1983,909
615,1,62.76125,0.0,1983,928
618,1,63.97609375,0.0,1977,944
621,1,62.92046875,0.0,1974,951
624,1,62.66984375,0.0,1971,960
627,1,63.21171875,0.0,1962,966
630,1,62.32890625,0.0,1956,963
633,1,63.64953125,0.0,1944,963
636,1,64.0484375,0.0,1935,957
639,1,63.47765625,0.0,1923,953
642,1,63.5084375,0.0,1917,944
645,1,63.39578125,0.0,1902,938
648,1,62.76109375,0.0,1899,931
651,1,62.30296875,0.0,1887,922
654,1,60.94140625,0.0,1877,915
657,1,59.97828125,0.0,1869,906
660,1,60.0775,0.0,1860,899
663,1,60.7646875,0.0,1852,893
666,1,62.47578125,0.0,1847,884
669,1,62.87875,0.0,1837,877
672,1,63.5040625,0.046875,1828,871
675,1,65.0159375,0.0,1819,863
678,1,63.8490625,0.0,1807,854
681,1,64.82515625,0.0,1797,844
684,1,63.85203125,0.0,1790,838
687,1,63.47625,0.0,1777,828
690,1,63.33671875,0.0,1765,828
693,1,62.429375,0.0,1762,825
696,1,62.8415625,0.0,1752,825
699,1,64.03921875,0.0,1741,828
702,1,64.47015625,0.0,1734,833
705,1,63.42484375,0.0,1725,838
708,1,63.7328125,0.0,1714,847
711,1,63.994375,0.0,1708,854
714,1,65.02984375,0.0,1698,860
717,1,64.87109375,0.0,1692,864
720,1,65.80234375,0.0,1681,874
723,1,66.16921875,0.0,1675,882
726,1,67.3521875,0.0,1664,889
729,1,67.6134375,0.0,1659,899
732,1,68.4040625,0.0,1648,906
735,1,70.11640625,0.0,1641,915
738,1,68.75140625,0.0,1635,925
741,1,68.7884375,0.0,1627,938
744,1,69.09171875,0.0,1620,950
747,1,70.6915625,0.0,1612,962
750,1,71.0715625,0.0,1600,972
753,1,71.22625,0.0,1600,982
756,1,70.395625,0.0,1591,998
759,1,69.90125,0.0,1582,1008
762,1,72.0146875,0.0625,1570,1020
765,1,71.823125,0.0,1567,1030
768,1,73.73796875,0.0,1562,1036
771,1,72.8171875,0.0,1561,1043
774,1,73.14578125,0.0,1555,1049
777,1,71.35984375,0.015625,1552,1052
780,1,70.47046875,0.0,1555,1060
789,1,71.4275,0.0,1544,1063
792,1,72.28484375,0.0,1537,1060
795,1,74.0075,0.0,1528,1057
801,1,72.196875,0.0,1519,1048
807,1,70.9053125,0.0,1516,1038
810,1,72.1328125,0.09375,1507,1032
813,1,72.38,0.0,1513,1028
816,1,74.61890625,0.140625,1507,1025
819,1,71.465,0.0,1513,1016
822,1,71.20921875,0.03125,1510,1012
825,1,70.3875,0.03125,1513,1003
828,1,70.69125,0.03125,1514,1000
831,1,70.33921875,0.0,1516,993
834,1,71.3025,0.0,1520,990
837,1,70.59109375,0.0,1522,981
843,1,69.47265625,0.046875,1526,971
846,1,70.16328125,0.03125,1531,965
849,1,70.5696875,0.078125,1537,958
852,1,69.5084375,0.34375,1541,952
855,1,67.74890625,0.203125,1551,946
858,1,69.563125,0.359375,1554,936
861,1,67.88046875,0.25,1564,930
864,1,69.06046875,0.65625,1571,924
867,1,68.26796875,0.828125,1579,917
870,1,68.4859375,1.234375,1586,911
873,1,68.234375,0.984375,1595,905
876,1,65.28390625,0.8750000000000001,1604,899
879,1,65.7746875,0.8593750000000001,1610,893
936,1,56.60890625,2.96875,1686,861
939,1,53.96984375,2.84375,1686,854
942,1,52.92109375,2.640625,1685,852
948,1,52.80421875,2.46875,1679,839
951,1,60.67796875,2.828125,1673,836
954,1,101.24953125,14.703125,1666,830
957,1,171.00640625,51.96875,1662,826
960,1,91.0590625,7.875,1935,1058
963,1,79.97359375,6.703125,1971,978
969,1,76.7628125,5.890625,1968,986
972,1,146.67578125,10.328125,1637,821
975,1,131.16078125,7.234375,1634,824
978,1,122.9440625,7.968749999999999,1626,833
981,1,111.97546875,7.843749999999999,1622,842
984,1,97.22671875,7.249999999999999,1623,852
987,1,88.33796875,7.21875,1619,862
990,1,85.82671875,7.359375,1613,875
993,1,80.723125,6.0,1609,886
996,1,80.72015625,5.421875,1604,902
999,1,89.5353125,8.265625,1600,919
1005,1,96.56515625,11.78125,1591,951
1008,1,79.73328125,6.78125,1600,972
1011,1,79.31734375,6.171875,1599,990
1014,1,69.70890625,3.703125,1596,1009
1017,1,66.51578125,1.7968749999999998,1587,1022
1023,1,66.5365625,0.625,1581,1057
1026,1,63.6265625,0.375,1572,1073
1029,1,63.71765625,0.0625,1572,1092
1032,1,64.1871875,0.0,1565,1108
1038,1,64.94015625,0.0,1557,1146
1041,1,64.93890625,0.0,1553,1162
1068,1,72.91609375,0.0,1505,1294
1176,1,61.7934375,0.0,1707,888
1179,1,61.9109375,0.0,1715,908
1182,1,62.14875,0.0,1721,927
1185,1,62.5865625,0.0,1724,934
1188,1,62.921875,0.0,1730,939
1191,1,63.5103125,0.0,1731,935
1197,1,61.96125,0.0,1739,926
1203,1,62.2953125,0.0,1742,917
1206,1,62.6015625,0.0,1745,913
1209,1,61.7253125,0.0,1748,910
1212,1,62.07296875,0.0,1748,907
1215,1,62.27640625,0.0,1751,906
1218,1,63.10609375,0.0,1751,907
1221,1,62.880625,0.0,1754,903
1224,1,63.30171875,0.0,1752,908
1227,1,63.104375,0.0,1754,907
1230,1,64.03890625,0.0,1754,910
1233,1,63.99890625,0.0,1755,915
1236,1,63.58328125,0.015625,1755,915
1239,1,62.946875,0.0,1755,919
1242,1,63.5103125,0.0,1755,921
1245,1,63.88578125,0.046875,1758,925
1248,1,64.69328125,0.03125,1755,927
1251,1,64.5734375,0.0,1758,932
1254,1,65.7115625,0.0,1758,934
1257,1,66.8334375,0.0,1758,937
1260,1,67.98078125,0.0,1758,940
1263,1,67.98359375,0.0,1758,941
1266,1,68.3975,0.0,1758,945
1272,1,67.214375,0.0,1758,949
1275,1,66.66078125,0.0,1761,954
1278,1,67.82125,0.0,1761,956
1281,1,67.43546875,0.0,1761,960
1284,1,66.860625,0.0,1764,960
1287,1,67.051875,0.0,1761,966
1293,1,67.3453125,0.0,1761,972
1296,1,66.3428125,0.0,1761,978
1299,1,66.68359375,0.0,1758,984
1302,1,65.9659375,0.0,1759,989
1305,1,66.19421875,0.0,1761,994
1308,1,66.75921875,0.0,1762,995
1311,1,66.30703125,0.0,1767,999
1317,1,64.44578125,0.0,1776,1007
1320,1,63.2121875,0.0,1779,1007
1323,1,63.8640625,0.0,1779,1006
1326,1,64.81578125,0.0,1782,1000
1329,1,64.81015625,0.0,1788,991
1335,1,65.1390625,0.0,1791,972
1338,1,65.50828125,0.0,1791,959
1341,1,66.23828125,0.0,1791,945
1344,1,66.35,0.0,1794,934
1347,1,66.17890625,0.0,1800,923
1353,1,63.51625,0.0,1815,905
1356,1,63.38234375,0.0,1822,902
1359,1,63.880625,0.0,1831,899
1362,1,65.135625,0.0,1843,898
1365,1,66.4909375,0.0,1852,904
1368,1,66.576875,0.0,1864,911
1371,1,65.8446875,0.0,1873,917
1374,1,63.90734375,0.0,1888,934
1377,1,64.1496875,0.0,1897,947
1380,1,63.16859375,0.0,1912,962
1383,1,62.64015625,0.0,1924,978
1386,1,63.6790625,0.0,1939,997
1389,1,64.99796875,0.0,1951,1013
1395,1,65.10828125,0.0,1975,1057
1401,1,64.6609375,0.125,2002,1101
1404,1,64.63796875,0.25,2020,1130
1407,1,64.7628125,0.328125,2035,1155
1410,1,64.38421875,0.0,2053,1184
1413,1,65.4253125,0.09375,2065,1209
1416,1,65.5471875,0.43750000000000006,2080,1229
1419,1,65.49109375,0.625,2092,1245
1422,1,66.05984375,0.34375,2095,1256
1425,1,66.33625,0.203125,2107,1266
1428,1,66.171875,0.625,2114,1264
1431,1,66.1375,0.8125,2120,1260
1434,1,65.0803125,0.953125,2129,1258
1440,1,64.2865625,0.8750000000000001,2144,1244
1443,1,65.15109375,1.0625,2150,1238
1446,1,65.0565625,0.984375,2159,1229
1449,1,65.68671875,0.921875,2165,1220
1452,1,66.1675,1.109375,2168,1210
1455,1,66.4128125,1.328125,2171,1198
1458,1,66.38046875,1.421875,2171,1185
1461,1,66.03328125,1.328125,2171,1172
1464,1,65.941875,1.140625,2171,1162
1467,1,65.51078125,1.0,2171,1147
1470,1,65.92,1.203125,2171,1134
1473,1,65.555,1.171875,2174,1121
1476,1,65.01140625,1.15625,2174,1108
1479,1,65.0434375,1.15625,2174,1095
1482,1,64.59171875,1.296875,2174,1083
1485,1,64.523125,1.546875,2174,1071
1488,1,64.53375,1.4375,2174,1057
1491,1,65.19203125,1.359375,2171,1042
1494,1,64.48765625,1.4375,2174,1029
1497,1,64.58234375,1.296875,2171,1013
1500,1,64.921875,1.5625,2171,1001
1503,1,65.32953125,1.546875,2171,991
1506,1,64.59125,1.53125,2171,975
1509,1,63.86421875,1.40625,2171,963
1512,1,64.79078125,1.484375,2171,948
1515,1,64.896875,1.7343750000000002,2171,934
1518,1,65.20609375,1.59375,2171,921
1521,1,66.09046875,1.7343750000000002,2168,906
1524,1,66.1965625,1.7812499999999998,2168,894
1527,1,65.62203125,1.546875,2168,881
1530,1,66.1228125,1.7656249999999998,2168,867
1533,1,66.285625,1.875,2168,855
1539,1,65.69609375,1.84375,2168,826
1542,1,65.30578125,1.390625,2168,815
1545,1,64.8859375,1.578125,2168,802
1548,1,63.91515625,1.921875,2171,788
1551,1,63.51078125,1.984375,2171,776
1554,1,63.3496875,2.078125,2171,764
1557,1,62.56,1.90625,2174,751
1560,1,63.4790625,1.96875,2174,738
1563,1,63.1921875,1.953125,2174,726
1566,1,63.149375,2.203125,2174,713
1572,1,64.2578125,2.046875,2174,687
1596,1,61.77109375,2.984375,2180,582
1623,1,60.98,5.28125,2187,472
1629,1,57.79078125,4.953125,2191,457
1632,1,56.405625,4.84375,2190,456
1635,1,57.24359375,5.3125,2190,448
1638,1,56.30078125,5.1875,2190,448
1641,1,56.59,4.984375,2191,448
1644,1,61.96703125,4.984375,2191,450
1650,1,160.903125,44.296875,2194,454
1653,1,186.74859375,60.34374999999999,2193,462
1659,1,173.83,30.1875,2194,479
1662,1,164.29171875,13.640625,2191,487
1665,1,153.5225,11.171875,2191,499
1668,1,146.34984375,12.109375,2185,512
1671,1,131.79671875,10.84375,2188,525
1674,1,117.844375,9.546875,2191,540
1677,1,106.19640625,8.578125,2191,552
1683,1,88.215,5.140625,2193,582
1692,1,89.41109375,6.0,2159,1010
1707,1,106.28046875,11.671875,2162,1030
1710,1,63.219375,2.4375,2173,666
1713,1,62.551875,2.125,2176,666
1725,1,55.5284375,0.953125,2176,649
1845,1,66.31828125,1.0625,2080,1021
1848,1,67.2865625,1.234375,2075,1017
1851,1,68.52046875,1.625,2069,1011
1854,1,68.110625,1.484375,2069,1005
1857,1,67.50078125,1.421875,2069,999
1860,1,65.94703125,1.0625,2069,988
1863,1,65.87109375,0.578125,2066,977
1866,1,66.4309375,0.796875,2063,968
1872,1,65.14546875,0.515625,2060,946
1875,1,66.03703125,0.625,2054,938
1878,1,66.80171875,0.625,2051,926
1881,1,66.42984375,0.515625,2048,914
1884,1,66.75984375,0.8125,2045,902
1887,1,67.19671875,1.03125,2042,893
1890,1,67.6021875,1.0,2037,880
1893,1,67.549375,0.640625,2034,867
1896,1,68.07515625,0.8125,2031,856
1899,1,69.0075,1.09375,2025,845
1902,1,68.3665625,0.71875,2022,832
1905,1,67.775625,0.46875,2016,821
1908,1,67.37421875,0.578125,2013,808
1911,1,67.58015625,0.796875,2007,797
1914,1,67.25140625,0.78125,2001,788
1917,1,67.0803125,0.78125,1998,778
1920,1,67.31984375,0.6875,1992,766
1923,1,67.8465625,0.765625,1989,753
1926,1,67.98265625,0.734375,1984,741
1929,1,67.3721875,0.546875,1981,731
1932,1,67.99015625,0.8750000000000001,1975,718
1935,1,68.16484375,1.15625,1972,708
1938,1,68.37359375,1.234375,1966,696
1941,1,67.92234375,1.140625,1963,686
1944,1,67.2609375,1.09375,1960,674
1947,1,67.34890625,0.953125,1954,661
1950,1,67.9115625,0.8750000000000001,1948,651
1953,1,67.1596875,0.9375,1948,642
1956,1,67.2753125,1.015625,1942,632
1959,1,68.2353125,1.328125,1939,617
1962,1,70.97640625,1.8124999999999998,1930,607
1965,1,70.93265625,1.7500000000000002,1924,597
1968,1,70.60765625,1.625,1918,588
1971,1,70.04765625,1.328125,1915,577
1974,1,69.33984375,1.15625,1912,570
1977,1,70.01765625,1.5625,1904,557
1986,1,72.948125,3.15625,1895,521
1989,1,70.86890625,2.6875,1893,511
1992,1,69.66703125,2.53125,1890,496
1995,1,68.60828125,2.734375,1890,483
1998,1,69.81609375,2.875,1886,470
2001,1,70.43640625,3.078125,1883,459
2013,1,72.5609375,3.9218749999999996,1871,428
2016,1,71.8771875,3.6875,1868,431
2019,1,73.0734375,4.03125,1862,437
2022,1,73.540625,3.96875,1856,442
2025,1,74.39921875,3.9375,1850,452
2031,1,71.685625,3.9843749999999996,1844,475
2034,1,70.68421875,4.0,1839,485
2037,1,69.363125,3.8906250000000004,1836,495
2040,1,68.331875,3.640625,1833,507
2043,1,68.12140625,3.5624999999999996,1832,519
2046,1,67.5225,3.6875,1832,530
2049,1,66.94171875,3.5000000000000004,1832,540
2052,1,67.20265625,3.71875,1831,550
2055,1,68.193125,4.171875,1831,556
2058,1,66.88640625,3.8125,1834,566
2061,1,66.44359375,3.78125,1837,576
2073,1,62.27109375,4.375,1843,615
2076,1,60.31265625,3.734375,1846,625
2082,1,55.06921875,2.984375,1852,637
2085,1,54.1659375,3.7968750000000004,1852,637
2088,1,48.144375,2.65625,1855,631
2091,1,53.260625,5.265625,1851,623
2094,1,51.4609375,4.0625,1853,616
2097,1,82.84421875,12.843750000000002,1852,605
2103,1,195.21265625,62.546875,1855,587
2112,1,84.485,5.78125,1879,930
2118,1,127.53453125,10.59375,1857,578
2121,1,117.265,11.015625,1855,574
2124,1,104.62171875,9.921875,1861,571
2127,1,96.16515625,8.484375,1883,942
2130,1,99.16546875,9.578125,1886,940
2133,1,99.32484375,9.953125,1887,940
2136,1,96.075625,8.28125,1888,939
2139,1,96.605625,13.171875,1996,922
2145,1,96.6090625,13.468749999999998,1996,935
2148,1,97.0703125,13.640625,2000,929
